"","schoolcode","program","averagescore"
"1564",21202,"Home Economics",254.6
"1565",21203,"Home Economics",246.846153846154
"1566",21301,"Home Economics",249.984375
"1567",21302,"Home Economics",349.4
"1568",21303,"Home Economics",335.472222222222
"1569",21304,"Home Economics",241.037037037037
"1570",21305,"Home Economics",258.022727272727
"1571",21306,"Home Economics",313
"1572",21307,"Home Economics",237.904761904762
"1573",21401,"Home Economics",250.142857142857
"1574",21402,"Home Economics",233.636363636364
"1575",21501,"Home Economics",362.475
"1576",21502,"Home Economics",267.08
"1577",21503,"Home Economics",236.82
"1578",21504,"Home Economics",231.12
"1579",21505,"Home Economics",235.47619047619
"1580",30103,"Home Economics",409.45
"1581",30105,"Home Economics",313.708333333333
"1582",30106,"Home Economics",367.820512820513
"1583",30107,"Home Economics",416.8
"1584",30108,"Home Economics",240.74358974359
"1585",30109,"Home Economics",299.518518518519
"1586",30110,"Home Economics",260.44
"1587",30201,"Home Economics",271.34
"1588",30203,"Home Economics",241.74358974359
"1589",30301,"Home Economics",363
"1590",30302,"Home Economics",262.32
"1591",30303,"Home Economics",262.612244897959
"1592",30304,"Home Economics",292.24
"1593",30305,"Home Economics",240.755555555556
"1594",30401,"Home Economics",358.282051282051
"1595",30402,"Home Economics",246.8359375
"1596",30403,"Home Economics",248.375
"1597",30501,"Home Economics",338.58
"1598",30502,"Home Economics",294.25
"1599",30503,"Home Economics",239.846153846154
"1600",30504,"Home Economics",279
"1601",30601,"Home Economics",345.461538461538
"1602",30602,"Home Economics",253.48
"1603",30603,"Home Economics",267.6
"1604",30701,"Home Economics",267.028571428571
"1605",30702,"Home Economics",253.5
"1606",30703,"Home Economics",242.475
"1607",30801,"Home Economics",299.116666666667
"1608",30802,"Home Economics",249.28
"1609",30901,"Home Economics",264.825
"1610",30902,"Home Economics",305.25
"1611",30903,"Home Economics",315.25
"1612",30904,"Home Economics",238.371794871795
"1613",30905,"Home Economics",338.9
"1614",31001,"Home Economics",319.555555555556
"1615",31002,"Home Economics",268.49
"1616",31003,"Home Economics",258
"1617",31101,"Home Economics",291.4
"1618",31201,"Home Economics",300.52
"1619",31202,"Home Economics",274.26
"1620",31204,"Home Economics",253.468085106383
"1621",31206,"Home Economics",252.619047619048
"1622",40101,"Home Economics",276.966666666667
"1623",40102,"Home Economics",319.177777777778
"1624",40103,"Home Economics",392.35
"1625",40105,"Home Economics",352.259259259259
"1626",40106,"Home Economics",311.98
"1627",40108,"Home Economics",266.311111111111
"1628",40109,"Home Economics",229.983333333333
"1629",40110,"Home Economics",246.7
"1630",40111,"Home Economics",271.111111111111
"1631",40112,"Home Economics",251.254237288136
"1632",40202,"Home Economics",257.622222222222
"1633",40301,"Home Economics",276.55
"1634",40302,"Home Economics",240.966666666667
"1635",40303,"Home Economics",235.65
"1636",40304,"Home Economics",236.368421052632
"1637",40401,"Home Economics",253.355555555556
"1638",40402,"Home Economics",235.615384615385
"1639",40501,"Home Economics",281.46
"1640",40601,"Home Economics",254.244444444444
"1641",40602,"Home Economics",236.166666666667
"1642",40701,"Home Economics",271.133333333333
"1643",40801,"Home Economics",249.4
"1644",40901,"Home Economics",246.6
"1645",40902,"Home Economics",273.74
"1646",40903,"Home Economics",290.909090909091
"1647",40904,"Home Economics",299.222222222222
"1648",40905,"Home Economics",237.923076923077
"1649",41001,"Home Economics",233.1875
"1650",41002,"Home Economics",267.555555555556
"1651",41101,"Home Economics",224.642857142857
"1652",41102,"Home Economics",232
"1653",50101,"Home Economics",339.04
"1654",50102,"Home Economics",400.6
"1655",50103,"Home Economics",359.090909090909
"1656",50105,"Home Economics",356.155555555556
"1657",50106,"Home Economics",337
"1658",50107,"Home Economics",365.6
"1659",50109,"Home Economics",320.6
"1660",50112,"Home Economics",312.32
"1661",50113,"Home Economics",331.871428571429
"1662",50114,"Home Economics",351.5
"1663",50115,"Home Economics",313.68
"1664",50201,"Home Economics",390.65
"1665",50202,"Home Economics",334.26
"1666",50204,"Home Economics",306.7875
"1667",50205,"Home Economics",277.04
"1668",50301,"Home Economics",338.1
"1669",50302,"Home Economics",294.825
"1670",50305,"Home Economics",244.4
"1671",50307,"Home Economics",278.883333333333
"1672",50402,"Home Economics",238.857142857143
"1673",50501,"Home Economics",257.08
"1674",50502,"Home Economics",376.7
"1675",50503,"Home Economics",315.9
"1676",50504,"Home Economics",265.7
"1677",50601,"Home Economics",300.825
"1678",50602,"Home Economics",312.22
"1679",50603,"Home Economics",264.28
"1680",50604,"Home Economics",247.666666666667
"1681",50605,"Home Economics",303.34
"1682",50701,"Home Economics",290.775
"1683",50702,"Home Economics",289.283333333333
"1684",50703,"Home Economics",275.82
"1685",50704,"Home Economics",299.58
"1686",50705,"Home Economics",261.05
"1687",50706,"Home Economics",249.7
"1688",50707,"Home Economics",266.4
"1689",50801,"Home Economics",292.925
"1690",50802,"Home Economics",269.925
"1691",50803,"Home Economics",258.84
"1692",50804,"Home Economics",245.434782608696
"1693",50901,"Home Economics",254.909090909091
"1694",50902,"Home Economics",252.555555555556
"1695",51002,"Home Economics",346.9
"1696",51003,"Home Economics",260.975
"1697",51004,"Home Economics",237.285714285714
"1698",51101,"Home Economics",250.473684210526
"1699",51102,"Home Economics",266.775
"1700",51103,"Home Economics",258.277777777778
"1701",51201,"Home Economics",297.469387755102
"1702",51202,"Home Economics",320.15
"1703",51204,"Home Economics",268.6125
"1704",51205,"Home Economics",277.692307692308
"1705",51301,"Home Economics",268.530612244898
"1706",51402,"Home Economics",243.8
"1707",51601,"Home Economics",309.66
"1708",51602,"Home Economics",316.85
"1709",51603,"Home Economics",316.78
"1710",51604,"Home Economics",278.533333333333
"1711",51605,"Home Economics",261.6
"1712",51606,"Home Economics",245.36170212766
"1713",51701,"Home Economics",363.8
"1714",51801,"Home Economics",315.666666666667
"1715",51802,"Home Economics",301.3625
"1716",51803,"Home Economics",292.166666666667
"1717",60101,"Home Economics",270.56
"1718",60103,"Home Economics",253.390243902439
"1719",60104,"Home Economics",349.88
"1720",60105,"Home Economics",272.7
"1721",60201,"Home Economics",306.12
"1722",60202,"Home Economics",252.851851851852
"1723",60203,"Home Economics",296.2
"1724",60204,"Home Economics",245.866666666667
"1725",60205,"Home Economics",254.5
"1726",60206,"Home Economics",248.244444444444
"1727",60301,"Home Economics",301.196428571429
"1728",60302,"Home Economics",240.84
"1729",60303,"Home Economics",266.86
"1730",60304,"Home Economics",242.84
"1731",60401,"Home Economics",237
"1732",60402,"Home Economics",246.264705882353
"1733",60404,"Home Economics",248
"1734",60502,"Home Economics",257.86
"1735",60505,"Home Economics",275.733333333333
"1736",60601,"Home Economics",281.6
"1737",60603,"Home Economics",244.967741935484
"1738",60701,"Home Economics",299.7
"1739",60702,"Home Economics",259.96
"1740",60703,"Home Economics",238.25
"1741",60801,"Home Economics",252.733333333333
"1742",60802,"Home Economics",241.409090909091
"1743",60901,"Home Economics",243.297297297297
"1744",61001,"Home Economics",295.533333333333
"1745",61101,"Home Economics",251
"1746",61102,"Home Economics",279
"1747",61201,"Home Economics",350.5
"1748",61202,"Home Economics",255.36
"1749",61203,"Home Economics",249.303797468354
"1750",61301,"Home Economics",253.533333333333
"1751",61302,"Home Economics",246.5
"1752",70101,"Home Economics",357.954545454545
"1753",70102,"Home Economics",322.375
"1754",70103,"Home Economics",256.5
"1755",70104,"Home Economics",282.366666666667
"1756",70105,"Home Economics",236.352941176471
"1757",70106,"Home Economics",298.022222222222
"1758",70107,"Home Economics",232.611111111111
"1759",70109,"Home Economics",251.6
"1760",70110,"Home Economics",251.5
"1761",70111,"Home Economics",235
"1762",70201,"Home Economics",248
"1763",70301,"Home Economics",251.7
"1764",70302,"Home Economics",239
"1765",70401,"Home Economics",239.15
"1766",70501,"Home Economics",278.075
"1767",70502,"Home Economics",308.804347826087
"1768",70503,"Home Economics",243.285714285714
"1769",70504,"Home Economics",254.46
"1770",70505,"Home Economics",257.325
"1771",70506,"Home Economics",241
"1772",70507,"Home Economics",233.166666666667
"1773",70508,"Home Economics",237.666666666667
"1774",70602,"Home Economics",297.275
"1775",70603,"Home Economics",270.95
"1776",70604,"Home Economics",241.5625
"1777",70605,"Home Economics",247.55
"1778",70606,"Home Economics",230.461538461538
"1779",70607,"Home Economics",249.555555555556
"1780",70702,"Home Economics",228.88
"1781",70703,"Home Economics",255.625
"1782",70704,"Home Economics",260.18
"1783",70705,"Home Economics",251
"1784",70801,"Home Economics",240
"1785",70802,"Home Economics",230.125
"1786",70803,"Home Economics",244.625
"1787",70804,"Home Economics",253.75
"1788",70901,"Home Economics",284.42
"1789",70902,"Home Economics",253.857142857143
"1790",71001,"Home Economics",230.166666666667
"1791",71002,"Home Economics",231.5
"1792",71004,"Home Economics",243.1
"1793",71006,"Home Economics",249.933333333333
"1794",71008,"Home Economics",229
"1795",71010,"Home Economics",223.5
"1796",71101,"Home Economics",244.290322580645
"1797",71103,"Home Economics",229.545454545455
"1798",71104,"Home Economics",228.25
"1799",71201,"Home Economics",257.32
"1800",71202,"Home Economics",256.75
"1801",80101,"Home Economics",306.98
"1802",80102,"Home Economics",288.64
"1803",80103,"Home Economics",277.5
"1804",80104,"Home Economics",283.2
"1805",80105,"Home Economics",268.977777777778
"1806",80106,"Home Economics",246.9
"1807",80108,"Home Economics",256.588888888889
"1808",80201,"Home Economics",241.538461538462
"1809",80202,"Home Economics",230.75
"1810",80302,"Home Economics",222
"1811",80303,"Home Economics",229.788461538462
"1812",80501,"Home Economics",234
"1813",80601,"Home Economics",225.5
"1814",80602,"Home Economics",225
"1815",80701,"Home Economics",238.261904761905
"1816",80702,"Home Economics",220
"1817",80801,"Home Economics",234.242857142857
"1818",80802,"Home Economics",224
"1819",80902,"Home Economics",219
"1820",81101,"Home Economics",231
"1821",81102,"Home Economics",222
"1822",81201,"Home Economics",239.333333333333
"1823",81301,"Home Economics",228.26
"1824",90101,"Home Economics",259.066666666667
"1825",90102,"Home Economics",235.282051282051
"1826",90201,"Home Economics",235.8
"1827",90301,"Home Economics",246.666666666667
"1828",90302,"Home Economics",237.857142857143
"1829",90303,"Home Economics",234.54
"1830",90401,"Home Economics",280.2
"1831",90402,"Home Economics",239.62
"1832",90404,"Home Economics",230.714285714286
"1833",90405,"Home Economics",236.175
"1834",90501,"Home Economics",274.8
"1835",90502,"Home Economics",229.407407407407
"1836",90601,"Home Economics",235.625
"1837",90602,"Home Economics",250.688888888889
"1838",100101,"Home Economics",229.45
"1839",100102,"Home Economics",278.866666666667
"1840",100104,"Home Economics",309.355555555556
"1841",100105,"Home Economics",258.1625
"1842",100203,"Home Economics",227.222222222222
"1843",100204,"Home Economics",230.705882352941
"1844",100301,"Home Economics",223.3125
"1845",100302,"Home Economics",294.64
"1846",100303,"Home Economics",229.954545454545
"1847",100304,"Home Economics",241.38
"1848",100401,"Home Economics",259.45
"1849",100402,"Home Economics",222.847826086957
"1850",100501,"Home Economics",241.855555555556
"1851",100502,"Home Economics",227.755555555556
"1852",9010201,"Industrial Mechanics",252.142857142857
"1853",9050101,"Industrial Mechanics",312.714285714286
"1854",9010101,"Mech. Eng. Craft Pract.",291.2
"1855",9010201,"Mech. Eng. Craft Pract.",290.090909090909
"1856",9020101,"Mech. Eng. Craft Pract.",290
"1857",9021101,"Mech. Eng. Craft Pract.",252.631578947368
"1858",9021301,"Mech. Eng. Craft Pract.",310.25
"1859",9030101,"Mech. Eng. Craft Pract.",294.92
"1860",9030401,"Mech. Eng. Craft Pract.",272.9
"1861",9040101,"Mech. Eng. Craft Pract.",284.375
"1862",9040301,"Mech. Eng. Craft Pract.",244.6
"1863",9070501,"Mech. Eng. Craft Pract.",258.578947368421
"1864",9070601,"Mech. Eng. Craft Pract.",290
"1865",9071001,"Mech. Eng. Craft Pract.",230.833333333333
"1866",9080103,"Mech. Eng. Craft Pract.",229
"1867",9090101,"Mech. Eng. Craft Pract.",236.285714285714
"1868",9090401,"Mech. Eng. Craft Pract.",235.615384615385
"1869",9100101,"Mech. Eng. Craft Pract.",229.8
"1870",9010201,"Motor Vehicle Mech.",240.571428571429
"1871",9020101,"Motor Vehicle Mech.",266.117647058824
"1872",9021002,"Motor Vehicle Mech.",243.765957446808
"1873",9021101,"Motor Vehicle Mech.",265.041666666667
"1874",9021301,"Motor Vehicle Mech.",303.5
"1875",9030101,"Motor Vehicle Mech.",295.56
"1876",9030401,"Motor Vehicle Mech.",244
"1877",9040101,"Motor Vehicle Mech.",269.025
"1878",9040301,"Motor Vehicle Mech.",241.36170212766
"1879",9050101,"Motor Vehicle Mech.",329.942857142857
"1880",9070501,"Motor Vehicle Mech.",248.030303030303
"1881",9070601,"Motor Vehicle Mech.",250.613636363636
"1882",9071001,"Motor Vehicle Mech.",226
"1883",9080103,"Motor Vehicle Mech.",244.5
"1884",9090101,"Motor Vehicle Mech.",258.5
"1885",9090401,"Motor Vehicle Mech.",236.173913043478
"1886",9100101,"Motor Vehicle Mech.",262.5
"1887",9020101,"Painting & Decorating",253.727272727273
"1888",9030101,"Painting & Decorating",245.636363636364
"1889",9030401,"Painting & Decorating",246.5
"1890",9070501,"Painting & Decorating",245.666666666667
"1891",9070601,"Painting & Decorating",241.666666666667
"1892",9090101,"Painting & Decorating",230
"1893",9090401,"Painting & Decorating",260.166666666667
"1894",9010101,"Plumbing & Gas Fitting",247.846153846154
"1895",9020101,"Plumbing & Gas Fitting",258.75
"1896",9030101,"Plumbing & Gas Fitting",266.333333333333
"1897",9030401,"Plumbing & Gas Fitting",287
"1898",9040101,"Plumbing & Gas Fitting",240.260869565217
"1899",9040301,"Plumbing & Gas Fitting",249.454545454545
"1900",9050101,"Plumbing & Gas Fitting",270.565217391304
"1901",9090101,"Plumbing & Gas Fitting",222.5
"1902",9010201,"Printing",274.285714285714
"1903",9050101,"Radio, TV & Electronics",294.885714285714
"1904",9080901,"Radio, TV & Electronics",221
"1905",9030101,"Refrigeration & Air Cond.",238.428571428571
"1906",9040101,"Refrigeration & Air Cond.",244.727272727273
"1907",9050101,"Refrigeration & Air Cond.",269.428571428571
"1908",9010301,"Secretarial",234.5
"1909",9070501,"Secretarial",234
"1910",9070601,"Secretarial",239
"1911",9080103,"Secretarial",209
"1912",9090401,"Secretarial",225.916666666667
"1913",9010101,"Small Eng. Repairs",280.2
"1914",10106,"Technical",324.285714285714
"1915",10109,"Technical",279.085
"1916",10115,"Technical",316.0125
"1917",10120,"Technical",288.336538461538
"1918",10202,"Technical",318.4
"1919",10204,"Technical",260.175
"1920",10302,"Technical",291.84
"1921",10402,"Technical",242
"1922",10504,"Technical",291.55
"1923",20101,"Technical",359.95
"1924",20201,"Technical",328.89552238806
"1925",20203,"Technical",242.352941176471
"1926",20305,"Technical",311.2
"1927",20404,"Technical",234.631578947368
"1928",20405,"Technical",281.775
"1929",20407,"Technical",266.1
"1930",20502,"Technical",254.45
"1931",20603,"Technical",285.8875
"1932",20606,"Technical",245.895833333333
"1933",20701,"Technical",241.8
"1934",20802,"Technical",245.888888888889
"1935",20804,"Technical",252.658823529412
"1936",21005,"Technical",252.025
"1937",21008,"Technical",253.833333333333
"1938",21102,"Technical",289.88
"1939",21203,"Technical",239.6
"1940",21304,"Technical",246.888888888889
"1941",21305,"Technical",284.744444444444
"1942",21307,"Technical",250.416666666667
"1943",21504,"Technical",268.5
"1944",21505,"Technical",239.877777777778
"1945",30104,"Technical",396.933333333333
"1946",30108,"Technical",285.55
"1947",30110,"Technical",255.375
"1948",30203,"Technical",243.235294117647
"1949",30302,"Technical",276.6
"1950",30303,"Technical",278.32
"1951",30305,"Technical",238.36
"1952",30502,"Technical",295.789473684211
"1953",30503,"Technical",253.925
"1954",30603,"Technical",260.769230769231
"1955",30701,"Technical",276.8
"1956",30703,"Technical",233.821428571429
"1957",30901,"Technical",278.35
"1958",31002,"Technical",262.7
"1959",31202,"Technical",266.85
"1960",31204,"Technical",257.227272727273
"1961",40104,"Technical",368.377777777778
"1962",40108,"Technical",297.222222222222
"1963",40109,"Technical",237.95
"1964",40202,"Technical",259.711111111111
"1965",40303,"Technical",241.125
"1966",40503,"Technical",245.263736263736
"1967",40602,"Technical",239.545454545455
"1968",40701,"Technical",275.222222222222
"1969",40802,"Technical",228.333333333333
"1970",40905,"Technical",239.120967741935
"1971",40906,"Technical",244.090909090909
"1972",41001,"Technical",235.875
"1973",41101,"Technical",239.6
"1974",50109,"Technical",316.7
"1975",50112,"Technical",327.526666666667
"1976",50113,"Technical",330.03
"1977",50204,"Technical",299.4875
"1978",50205,"Technical",283.75
"1979",50303,"Technical",270.420289855072
"1980",50304,"Technical",257
"1981",50305,"Technical",253.076923076923
"1982",50402,"Technical",252.307692307692
"1983",50606,"Technical",274.7
"1984",50705,"Technical",256.34
"1985",50706,"Technical",244.571428571429
"1986",50803,"Technical",254.14
"1987",51004,"Technical",256.4375
"1988",51101,"Technical",256.326086956522
"1989",51103,"Technical",252.0625
"1990",51202,"Technical",305.178571428571
"1991",51205,"Technical",247.321428571429
"1992",51402,"Technical",244.260869565217
"1993",51604,"Technical",281.233333333333
"1994",51605,"Technical",248.48
"1995",60101,"Technical",302.12
"1996",60206,"Technical",264.266666666667
"1997",60304,"Technical",244.6875
"1998",60401,"Technical",258
"1999",60504,"Technical",253
"2000",60602,"Technical",251
"2001",60603,"Technical",240.8
"2002",60702,"Technical",272.7
"2003",60703,"Technical",245.125
"2004",60901,"Technical",255.354838709677
"2005",61002,"Technical",247.066666666667
"2006",61004,"Technical",251
"2007",61101,"Technical",263.25
"2008",61204,"Technical",240
"2009",61302,"Technical",248.925
"2010",70102,"Technical",333.325
"2011",70110,"Technical",248.892857142857
"2012",70111,"Technical",234
"2013",70114,"Technical",271
"2014",70119,"Technical",242.857142857143
"2015",70202,"Technical",282.333333333333
"2016",70203,"Technical",231.090909090909
"2017",70303,"Technical",232.666666666667
"2018",70401,"Technical",271.82
"2019",70502,"Technical",263.6875
"2020",70506,"Technical",223.75
"2021",70606,"Technical",242
"2022",70607,"Technical",255.28125
"2023",70705,"Technical",238
"2024",70802,"Technical",231.583333333333
"2025",70803,"Technical",260.714285714286
"2026",70804,"Technical",267.785714285714
"2027",70902,"Technical",237.666666666667
"2028",71002,"Technical",279.4
"2029",71007,"Technical",294
"2030",71008,"Technical",252.2
"2031",71104,"Technical",237
"2032",71202,"Technical",228
"2033",80101,"Technical",277.04
"2034",80106,"Technical",243.788888888889
"2035",80202,"Technical",238.333333333333
"2036",80601,"Technical",228.933333333333
"2037",80702,"Technical",237.25
"2038",80802,"Technical",227.222222222222
"2039",90102,"Technical",238.522727272727
"2040",90201,"Technical",232.64
"2041",90301,"Technical",237.05
"2042",90402,"Technical",237.6625
"2043",90502,"Technical",244.454545454545
"2044",90504,"Technical",231.4
"2045",90602,"Technical",257
"2046",100101,"Technical",235.102040816327
"2047",100203,"Technical",223.1875
"2048",100402,"Technical",232.214285714286
"2049",100501,"Technical",234.155555555556
"2050",9050101,"Upholstery",264.857142857143
"2051",10101,"Visual Arts",311.54
"2052",10102,"Visual Arts",370.933333333333
"2053",10103,"Visual Arts",357.95
"2054",10104,"Visual Arts",298.327272727273
"2055",10105,"Visual Arts",347.977272727273
"2056",10106,"Visual Arts",331.106382978723
"2057",10107,"Visual Arts",306.92
"2058",10108,"Visual Arts",302.822222222222
"2059",10109,"Visual Arts",297.1
"2060",10110,"Visual Arts",407.64
"2061",10111,"Visual Arts",398.075
"2062",10112,"Visual Arts",347.285714285714
"2063",10114,"Visual Arts",338.22
"2064",10115,"Visual Arts",314.875
"2065",10116,"Visual Arts",309.051282051282
"2066",10117,"Visual Arts",370.078947368421
"2067",10118,"Visual Arts",303.944444444444
"2068",10119,"Visual Arts",290.938775510204
"2069",10120,"Visual Arts",281.6
"2070",10121,"Visual Arts",374.8
"2071",10128,"Visual Arts",271.26
"2072",10142,"Visual Arts",294.75
"2073",10201,"Visual Arts",359.216666666667
"2074",10202,"Visual Arts",343.641025641026
"2075",10203,"Visual Arts",274.977777777778
"2076",10204,"Visual Arts",255.85
"2077",10205,"Visual Arts",294.55
"2078",10210,"Visual Arts",270.716666666667
"2079",10213,"Visual Arts",296.35
"2080",10301,"Visual Arts",295.90243902439
"2081",10401,"Visual Arts",330.775
"2082",10402,"Visual Arts",250.086956521739
"2083",10501,"Visual Arts",346.340909090909
"2084",10502,"Visual Arts",306.608333333333
"2085",10503,"Visual Arts",284.6
"2086",10504,"Visual Arts",275.225
"2087",20101,"Visual Arts",355.44
"2088",20102,"Visual Arts",390.45
"2089",20104,"Visual Arts",363.911111111111
"2090",20105,"Visual Arts",273.242857142857
"2091",20106,"Visual Arts",286.6625
"2092",20201,"Visual Arts",318.24
"2093",20202,"Visual Arts",244.088888888889
"2094",20203,"Visual Arts",244.136363636364
"2095",20301,"Visual Arts",397.35
"2096",20302,"Visual Arts",327.08
"2097",20304,"Visual Arts",278.45
"2098",20305,"Visual Arts",275.63
"2099",20401,"Visual Arts",321.575
"2100",20402,"Visual Arts",372.7
"2101",20404,"Visual Arts",211.230769230769
"2102",20405,"Visual Arts",255.425
"2103",20406,"Visual Arts",275.275
"2104",20407,"Visual Arts",254.066666666667
"2105",20408,"Visual Arts",266.22
"2106",20410,"Visual Arts",280.9
"2107",20501,"Visual Arts",292.016666666667
"2108",20502,"Visual Arts",247.52
"2109",20503,"Visual Arts",278.4
"2110",20601,"Visual Arts",324.470588235294
"2111",20602,"Visual Arts",291.358974358974
"2112",20606,"Visual Arts",249.645161290323
"2113",20607,"Visual Arts",249.5
"2114",20801,"Visual Arts",270.58
"2115",20803,"Visual Arts",291.525
"2116",20805,"Visual Arts",230.375
"2117",20901,"Visual Arts",252.206896551724
"2118",21001,"Visual Arts",283.261538461538
"2119",21002,"Visual Arts",302.6125
"2120",21004,"Visual Arts",285.857142857143
"2121",21005,"Visual Arts",253.5375
"2122",21007,"Visual Arts",258.5
"2123",21009,"Visual Arts",240.75
"2124",21101,"Visual Arts",258.830769230769
"2125",21201,"Visual Arts",277.5
"2126",21202,"Visual Arts",254.589743589744
"2127",21301,"Visual Arts",254.428571428571
"2128",21302,"Visual Arts",352.488888888889
"2129",21303,"Visual Arts",338.078947368421
"2130",21304,"Visual Arts",293.333333333333
"2131",21305,"Visual Arts",270.733333333333
"2132",21306,"Visual Arts",246.333333333333
"2133",21307,"Visual Arts",249
"2134",21401,"Visual Arts",259.54
"2135",21402,"Visual Arts",229.583333333333
"2136",21501,"Visual Arts",340.461538461538
"2137",21502,"Visual Arts",268.7
"2138",21505,"Visual Arts",240.216216216216
"2139",30102,"Visual Arts",380.625
"2140",30103,"Visual Arts",405.2
"2141",30104,"Visual Arts",410.033333333333
"2142",30105,"Visual Arts",320.22
"2143",30106,"Visual Arts",372.538461538462
"2144",30107,"Visual Arts",411.725
"2145",30108,"Visual Arts",325
"2146",30109,"Visual Arts",285.72972972973
"2147",30110,"Visual Arts",245.825
"2148",30201,"Visual Arts",257
"2149",30203,"Visual Arts",236.2
"2150",30301,"Visual Arts",354.877777777778
"2151",30303,"Visual Arts",261.58
"2152",30304,"Visual Arts",280.18
"2153",30305,"Visual Arts",241.711111111111
"2154",30401,"Visual Arts",357.975
"2155",30402,"Visual Arts",312
"2156",30501,"Visual Arts",342.9
"2157",30502,"Visual Arts",295.933333333333
"2158",30601,"Visual Arts",354.45
"2159",30602,"Visual Arts",236
"2160",30603,"Visual Arts",276
"2161",30902,"Visual Arts",304.68
"2162",30905,"Visual Arts",336.575
"2163",31001,"Visual Arts",294.145454545455
"2164",31201,"Visual Arts",281
"2165",31206,"Visual Arts",237
"2166",40101,"Visual Arts",281.355555555556
"2167",40102,"Visual Arts",308.044444444444
"2168",40103,"Visual Arts",386.8
"2169",40105,"Visual Arts",319.854545454545
"2170",40106,"Visual Arts",289.28
"2171",40107,"Visual Arts",329.333333333333
"2172",40108,"Visual Arts",281.577777777778
"2173",40110,"Visual Arts",240.571428571429
"2174",40111,"Visual Arts",252
"2175",40201,"Visual Arts",289.25
"2176",40302,"Visual Arts",241.952380952381
"2177",40401,"Visual Arts",249.866666666667
"2178",40501,"Visual Arts",245.297297297297
"2179",40601,"Visual Arts",245.6
"2180",40904,"Visual Arts",277.75
"2181",50101,"Visual Arts",355.62
"2182",50102,"Visual Arts",388.157894736842
"2183",50103,"Visual Arts",344.345454545455
"2184",50104,"Visual Arts",367.35
"2185",50105,"Visual Arts",371.933333333333
"2186",50106,"Visual Arts",339.35
"2187",50107,"Visual Arts",377.7
"2188",50108,"Visual Arts",400.44
"2189",50109,"Visual Arts",352.22
"2190",50111,"Visual Arts",358.977777777778
"2191",50112,"Visual Arts",325.76
"2192",50113,"Visual Arts",345.542857142857
"2193",50114,"Visual Arts",330.275
"2194",50115,"Visual Arts",322.74
"2195",50201,"Visual Arts",376.692307692308
"2196",50202,"Visual Arts",333.7
"2197",50203,"Visual Arts",340.4
"2198",50204,"Visual Arts",303.7125
"2199",50205,"Visual Arts",280.8
"2200",50301,"Visual Arts",338.075
"2201",50307,"Visual Arts",263.866666666667
"2202",50501,"Visual Arts",267.72
"2203",50502,"Visual Arts",359.92
"2204",50601,"Visual Arts",303.5
"2205",50604,"Visual Arts",254.489795918367
"2206",50606,"Visual Arts",277.533333333333
"2207",50702,"Visual Arts",288.8
"2208",50703,"Visual Arts",269.08
"2209",50704,"Visual Arts",306.2
"2210",50705,"Visual Arts",245
"2211",50706,"Visual Arts",247.75
"2212",50707,"Visual Arts",262.75
"2213",50802,"Visual Arts",271.5
"2214",50901,"Visual Arts",249.807692307692
"2215",51002,"Visual Arts",363
"2216",51102,"Visual Arts",253.230769230769
"2217",51204,"Visual Arts",264.376811594203
"2218",51205,"Visual Arts",254.692307692308
"2219",51401,"Visual Arts",283.56
"2220",51501,"Visual Arts",250.6
"2221",51601,"Visual Arts",309.26
"2222",51602,"Visual Arts",321.55
"2223",51603,"Visual Arts",317
"2224",51604,"Visual Arts",280.533333333333
"2225",51701,"Visual Arts",335.025
"2226",51801,"Visual Arts",312.133333333333
"2227",51802,"Visual Arts",301.6875
"2228",51803,"Visual Arts",257.366666666667
"2229",60101,"Visual Arts",297.56
"2230",60103,"Visual Arts",255.489361702128
"2231",60104,"Visual Arts",355.88
"2232",60201,"Visual Arts",302.7
"2233",60203,"Visual Arts",255.75
"2234",60204,"Visual Arts",246
"2235",60206,"Visual Arts",249.857142857143
"2236",60301,"Visual Arts",289.127272727273
"2237",60302,"Visual Arts",248.972972972973
"2238",60303,"Visual Arts",267.48
"2239",60601,"Visual Arts",264.555555555556
"2240",60605,"Visual Arts",254
"2241",60701,"Visual Arts",280.5
"2242",60702,"Visual Arts",251.875
"2243",60801,"Visual Arts",246.9
"2244",60802,"Visual Arts",248.727272727273
"2245",61001,"Visual Arts",293.355555555556
"2246",61203,"Visual Arts",265.5
"2247",61301,"Visual Arts",255.642857142857
"2248",70101,"Visual Arts",307.044444444444
"2249",70102,"Visual Arts",337.625
"2250",70104,"Visual Arts",298.45
"2251",70105,"Visual Arts",250.95
"2252",70106,"Visual Arts",260.405405405405
"2253",70107,"Visual Arts",251.133333333333
"2254",70110,"Visual Arts",248.394736842105
"2255",70301,"Visual Arts",252.3125
"2256",70302,"Visual Arts",243
"2257",70401,"Visual Arts",257.379310344828
"2258",70501,"Visual Arts",268.475
"2259",70502,"Visual Arts",318.222222222222
"2260",70503,"Visual Arts",241.434782608696
"2261",70505,"Visual Arts",246.967741935484
"2262",70507,"Visual Arts",239.666666666667
"2263",70602,"Visual Arts",306.8
"2264",70603,"Visual Arts",240.75
"2265",70604,"Visual Arts",248.9
"2266",70605,"Visual Arts",247.571428571429
"2267",70607,"Visual Arts",238.857142857143
"2268",70701,"Visual Arts",276.377777777778
"2269",70702,"Visual Arts",237.266666666667
"2270",70703,"Visual Arts",245.861111111111
"2271",70704,"Visual Arts",246.085106382979
